 ,DF,TEST,Thema / Kategorie,Name Intent / Problem,Eltern-Intent,Grundlegende Fragestellungen,Alternative Frageformulierungen (Training Phrases),Antwort (Textform),Antwort (Verweis / URL),Quelle,Kommentare
78,FALSE,FALSE,Arbeitsplatz einrichten,IT_Problem_Telefonnummer,,Unter welcher Telefonnummer erreiche ich den Helpdesk?,"Wie erreiche ich den IT-Support?
Unter welcher Nummer erreiche ich den Support?
Wie kann ich den Helpdesk erreichen?
Was kann ich tun, wenn ich keinen Netzwerkzugriff habe?",Der Helpdesk kann unter der Nummer 1920 im Telefonnetz der HdM erreicht werden. Nachlesen kannst Du das hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Erstanmeldung.pdf,,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Erstanmeldung.pdf,
79,FALSE,FALSE,Arbeitsplatz einrichten,Anwendung_Ticketsystem,,Wie verwende ich das Ticketsystem?,"Wie erstelle ich ein Ticket?
Wie kann man ein Ticket erstellen?
Wie kann ein Ticket hinzugefügt werden?
Wo kann ich ein Problem melden?
Ticket erstellen","Unter https://otrs.hdm-stuttgart.de/otrs/customer.pl kann ein Ticket erstellt werden. Das Ticket sollte einen aussagekräftigen Betreff erhalten. Im Text kann dann ausführlich der Fehler beschrieben werden, falls es eine Fehlernummer gibt, kann ein Screenshot angehängt werden. \n Eine Beschreibung zum Vorgehen ist auch unter https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Erstanmeldung.pdf einsehbar.",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Erstanmeldung.pdf,Link geändert
80,FALSE,FALSE,Arbeitsplatz einrichten,Anwendung_Ticket_Status,,Wie kann ich den Status meines Tickets überprüfen?,"Wo kann ich den Stand von meinem Ticket anschauen?
Wo kann ich den Stand meines Tickets einsehen?
Wo sehe ich ob mein Ticket bearbeitet wird?
Ticket Status prüfen",Leider kann der aktuelle Status eines Tickets nicht abgerufen werden.,,,
81,FALSE,FALSE,Arbeitsplatz einrichten,Screenshots,,Wie mache ich Screenshots?,"Wie erstellt man Screenshots?
Wie erstelle ich Screenshots?
Wie speichere ich einen Screenshot?
Wie speichert man Screenshots?
Screenshots erstellen","Mit der Tastenkombination ""Alt"" (links der Leertaste) und ""Druck"" (heißt auf manchen Tastaturen auch ""Print"") kann ein Screenshot gemacht werden.
Gespeichert werden kann ein Screenshot zum Beispiel in einem neuen Word-Dokument mit der Tastenkombination ""STRG"" und ""V"". Nachlesen kannst Du das nochmal in dieser Anleitung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Erstanmeldung.pdf",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Erstanmeldung.pdf,
82,FALSE,FALSE,Arbeitsplatz einrichten,Zugriff_Filestore,,Wie erhalte ich Zugriff auf den HdM Filestore?,"Wo finde ich den Filestore?
Wie kann ich auf den Filestore zugreifen?
Filestore Zugriff",Unter https://filestore.hdm-stuttgart.de ist der HdM Filestore aufrufbar.,,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Erstanmeldung.pdf,
83,FALSE,FALSE,Arbeitsplatz einrichten,Anwendung_HdM_OX,,Was ist HdM OX?,"Wie kann ich meine Mails aufrufen?
Wie verwende ich HdM OX?
Wie melde ich mich bei HdM OX an?
Wie kann ich meine Mails über Open Exchange aufrufen?
Mails aufrufen mit HdM OX
Mails aufrufen mit Open Exchange","Bei HdM OX handelt es sich um eine Alternative zu Mozilla Thunderbird, mit der Kalender und Mails aufrufbar sind unter https://ox.hdm-stuttgart.de. Die Anmeldedaten entsprechen dem Benutzernamen und Passwort das zur Anmeldung am Computer verwendet wird. Weitere Informationen sind hier nachlesbar: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Erstanmeldung.pdf",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Erstanmeldung.pdf,
84,FALSE,FALSE,Netzlaufwerk verbinden,Netzlaufwerk_manuelle_Einrichtung,,Wie richte ich Netzlaufwerkverbindungen manuell ein?,"Wie lautet die Netzwerkfreigabe-Adresse für die Laufwerke?
Was muss ich für [name] angeben beim Einrichten des Laufwerks?
Wie richte ich ein Laufwerk ein?
Wie kann ein Laufwerk hinzugefügt werden?",Eine ausführliche Anleitung zu Netzlaufwerkverbindungen findet sich hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Netzlaufwerkverbinden.pdf,,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Netzlaufwerkverbinden.pdf,Link geändert
85,FALSE,FALSE,Netzlaufwerk verbinden,Netzlaufwerk_verbinden,,Mit welchen Laufwerken muss ich mich verbinden?,"Mit welchen Laufwerken muss ich verbunden sein?
Wie verbinde ich mich mit den Lauferwerken S:\ und H:\?","Eine Verbindung zu den Laufwerken S:\ und H:\ sollte bereits vorhanden sein, falls eine der benötigten Verbindungen fehlt, findet sich hier eine ausführliche Anleitung https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Netzlaufwerkverbinden.pdf",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computer_Netzlaufwerkverbinden.pdf,Link geändert
86,FALSE,FALSE,Datensicherung,Datensicherung,,"Wie übertrage ich Daten von meinem alten Computer auf den neuen Computer?
","Werden Datensicherungen durchgeführt?
Muss ich Datensicherungen selber machen?
Wie mache ich Datensicherungen?
Wie sichere ich meine Daten?
Wie muss ich die Übertragung vorbereiten?
Woher bekomme ich einen USB-Stick?","Die Datensicherung kann mithilfe eines USB-Sticks erfolgen, der in der Abteilung Infrastruktur in der Materialausgabe in Raum 112 bei Claudia Czerny abgehlt werden kann.
Zum Thema Datensicherung gibt es hier eine ausführliche Anleitung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf Hier wird beschrieben welche Daten gesichert werden müssen, wo diese zu finden sind und wie dabei vorgegangen werden muss.
",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf,Link geändert
87,FALSE,FALSE,Datensicherung,Datensicherung_welche_Daten,Datensicherung,"Welche Daten muss ich übertragen?
","Welche Daten muss ich sichern?
Welche Daten müssen gesichert werden?
Wo liegen meine Daten?","Informationen zur Datensicherung, welche Daten gesichert werden müssen und wo diese zu finden sind gibt es hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf,Link geändert
88,FALSE,FALSE,Datensicherung,Datensicherung_Mail,,Wie übertrage ich meine Maildaten und -einstellungen?,"Welche Ordner muss ich sichern für meine Maildaten und Maileinstellungen?
Wo finde ich die Ordner mit meinen Maildaten und -einstellungen?
Welchen der Ordner muss ich sichern?
Wie mache ich das Datum sichtbar?
Wie stelle ich fest, ob ich “Lokale Ordner” im Thunderbird verwende?","Zur Sicherung und Übertragung von Maildaten und -einstellungen gibt es in dieser Anleitung eine Beschreibung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf (Seite 4 im Abschnitt ""Maildaten und -einstellungen sichern"")",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf,Link geändert
89,FALSE,FALSE,Datensicherung,Datensicherung_Firefox,,Wie sichere ich meine Links und Einstellungen in Firefox?,"Wo liegen meine Daten für Firefox?
Welchen der Ordner muss ich sichern?
Wie mache ich das Datum sichtbar?
Wie kann ich mir versteckte Ordner anzeigen lassen?
Wie sichere ich Daten anderer Browser?","Zur Sicherung und Übertragung von Links und Einstellungen in Firefox gibt es in dieser Anleitung eine Beschreibung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf (Seite 10 im Abschnitt ""Firefox – Links und Einstellungen sichern"")",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf,Link geändert
90,FALSE,FALSE,Datensicherung,Datensicherung_Internet_Explorer,,Wie sichere ich meine Links und Einstellungen im Internet Explorer?,"Wo finde ich die Daten die ich sichern will?
Wo finde ich die Links?
Wo liegen meine Daten für den Internet Explorer?
Welchen der Ordner muss ich sichern?","Zur Sicherung und Übertragung von Daten des Internet Explorers gibt es in dieser Anleitung eine Beschreibung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf (Seite 14 im Abschnitt ""Daten anderer Browser sichern, Internet Explorer"")",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf,Link geändert
91,FALSE,FALSE,Datensicherung,Datensicherung_Google_Chrome,,Wie sichere ich meine Links und Einstellungen für Google Chrome?,"Wo finde ich die Daten die ich sichern will?
Wo liegen meine Daten für Google Chrome?
Wo sind meine Daten für Chrome?
Welchen der Ordner muss ich sichern?","Zur Sicherung und Übertragung von Links und Einstellungen für Google Chrome gibt es in dieser Anleitung eine Beschreibung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf (Seite 15 im Abschnitt ""Daten anderer Browser sichern, Google Chrome – Links und Einstellungen sichern"")",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf,Link geändert
92,FALSE,FALSE,Datensicherung,Datenuebertragung,,Wie spiele ich die Daten auf den neuen Computer?,"Wo muss ich die Daten auf dem neuen Computer abspeichern?
Was muss ich bei der Datenübertragung beachten?
Wieso finde ich die Ordner für die entsprechenden Programme nicht?
Warum sind auf dem neuen Computer die Ordner nicht da?","Zur Übertragung der Daten, die gesichert werden sollen gibt es hier eine Anleitung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf (Seite 17, Abschnitt ""Rückspielen der gesicherten Daten auf den neuen Computer"")",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Computerwechsel_Datensicherung.pdf,Link geändert
93,FALSE,FALSE,Microsoft Office 365 ProPlus,Microsoft_Office_365_ProPlus,,Was ist Microsoft_Office_365_ProPlus?,"Unterschied Offce 365 und Office 365 Pro Plus?
Was ist Microsoft Offfice?
Was ist die Microsoft Office Suite?","Dabei handelt es sich um ein Softwarepaket, das alle Office-Programme beinhaltet und es für Studierende ermöglicht eine Windows 10 EDucation Lizenz (inklusive Medium) kostenlos zu erwerben. Mehr Infos gibt es hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf,Link geändert
94,FALSE,FALSE,Microsoft Office 365 ProPlus,Microsoft_Office_365_ProPlus_Leistungen,,"Welche Leistungen sind in dem Angebot für Microsoft Office 365 ProPlus enthalten?
","Welche Leistungen sind bei Office 365 ProPlus enthalten?
Wie viel kostet das Angebot Office 365 ProPlus?","Gegen Zahlung einer Gebühr in Höhe von zurzeit 3,99 Euro pro Jahr erhälst Du über https://bilDung365.de das Softwarepaket Office 365 ProPlus und, wenn Du Studierender bist, eine kostenlose Lizenz von Windows 10 EDucation inklusive Medium. \n Genauerer Infors gibt es hier:https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf.pdf",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf,Link geändert
95,FALSE,FALSE,Microsoft Office 365 ProPlus,Microsoft_Office_365_ProPlus_Nutzung,,Wo finde ich das Angebot zu Microsoft Office 365 ProPlus?,"Wo kann ich das Angebot in Anspruch nehmen?
Unter welchem Link kann ich das Angebot finden?
",Das Angebot kann über diesen Link aufgerufen werden: https://bilDung365.de. Hier muss als BilDungseinrichtung die Hochschule der Medien ausgewählt werden. \n Weitere Informationen gibt es hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf,,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf,Link geändert
96,FALSE,FALSE,Microsoft Office 365 ProPlus,Microsoft_Office_365_ProPlus_Voraussetzungen,,"Welche Voraussetzungen muss ich erfüllen, um das Microsoft Office 365 ProPlus zu nutzen?","Welche Systemvoraussetzungen müssen erfüllt werden?
Welche OS werden unterstützt?",Das Office-Paket kann von Studierenden und Mitarbeiter*innen der HdM genutz werden. Die Windows 10 EDucation Lizenz ist nur für Studierende verfügbar. Unterstützt werden unterschiedliche Endgeräte. Genauere Informationen zu den Systemvorraussetzungen gibt es hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf,,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf,Link geändert
97,FALSE,FALSE,Microsoft Office 365 ProPlus,Microsoft_Office_365_ProPlus_Installation,,Wie oft darf ich Microsoft Office 365 ProPlus auf unterschiedlichen Geräten installieren?,"Unterschiedliche Geräte zur Verwendung von Microsoft Office?
Mehrere Geräte zur Verwendung von Office?","Es sind 5 Installationen pro Nutzer möglich, auf mobilen Geräten (Smartphone, Tablet, ...) sind 5 zusätzliche Installationen möglich.",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf,
98,FALSE,FALSE,Microsoft Office 365 ProPlus,Microsoft_Office_365_ProPlus_Dauer,,"Wie lange kann ich das Microsoft Office 365 ProPlus nutzen?
","Was ist der Nutzungszeitraum von Microsoft Office 365 ProPlus?
Wann läuft Microsoft Office 365 ProPlus ab?","Der Nutzungszeitraum für das Angebot beträgt 1 Jahr, kann danach aber über https://bilDung365.de erneut erworben und damit verlängert werden.",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf,
99,FALSE,FALSE,Microsoft Office 365 ProPlus,Microsoft_Office_365_ProPlus_Support,,An wen kann ich mich bei Fragen zu Microsoft Office 365 ProPlus wenden?,"Wer bietet Support für Microsoft Office 365 ProPlus?
Wer bietet Support für Office 365 ProPlus?","Die HdM bietet keinen Support dafür an, bei Fragen und Problemen kann der Support von DrVis per Mail erreicht werden: officesupport@drvis.de",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice365.pdf,
100,FALSE,FALSE,Passwort,Passwort_Regeln,,Welche Passwortregeln gibt es?,"Welche Bedingungen muss ein Passwort für einen Account der HdM erfüllen?
Welche Passwortrichtlinien gelten?
Welche Zeichen müssen enthalten sein?
Welche Zeichen dürfen nicht enthalten sein?
Wie muss das Passwort sein?","Diese Bedingungen muss ein Passwort erfüllen: \n 10-14 Zeichen \n mindestens 1 Zahl, Großbuchstabe, Kleinbuchstabe \n eines der Sonderzeichen ! . , ; + - _ = # $ ( ) [ ] { } & * \n keines der Zeichen < > | § @ € ? : % ^ \ "" ' ` ° ~ \n keine Umlaute, Leerzeichen oder diakritische Zeichen (è, ñ, â u.ä.) \n nicht mehr als 5 Buchstaben in Folge \n Die Bedingungen sind hier aufgeführt:https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Passwortregeln.pdf.pdf",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Passwortregeln.pdf,Link geändert
101,FALSE,FALSE,Microsoft Office - Suffix anzeigen,Microsoft_Office_Suffix_anzeigen,,Wie blende ich Datei-Suffixes ein?,"Wie kann ich Datei-Erweiterungen anzeigen?
Wie kann man Datei-EnDungen anzeigen?
Wie blende ich DateienDungen ein?
Wie zeige ich Dateierweiterungen an?
","Im Windows Explorer unter dem Menüpunkt ""Ansicht"" rechts oben unter ""Optionen"" ""Ordner- und Suchoptionen ändern"" auswählen. Dann öffnet sich ein Fenster, dort den Menüpunkt ""Ansicht"" auswählen. In der Liste musst Du das Häkchen bei „Erweiterungen bei bekannten Dateitypen ausblenden“ wegklicken und die Wahl mit „OK“ bestätigen. Jetzt werden die Erweiterungen nicht mehr ausgebelndet, sondern sind sichtbar. \n Eine detaillierte Anleitung gibt es hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice_Suffixanzeigen.pdf",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice_Suffixanzeigen.pdf,Link geändert
102,FALSE,FALSE,Microsoft Office - Suffix anzeigen,Microsoft_Office_Dokumente_verschicken,,Welche Office-Dokumente kann ich versenden?,"Wie sorge ich dafür, dass meine Office-Dokumente beim Versenden per Mail nicht zurückgewiesen werden, weil sie Viren enthalten könnten?
Wie sorge ich dafür, dass meine Office-Dokumente beim Versenden per Mail nicht zurückgewiesen werden?","Versendet werden können alle Office-Dokumente mit ""x"" am Ende des Dateisuffixes. Mehr Informationen gibt es hier: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice_Suffixanzeigen.pdf",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/MicrosoftOffice_Suffixanzeigen.pdf,Link geändert
103,FALSE,TRUE,Zeiterfassung,Zeiterfassung,,Wie kann ich das Online-Zeiterfassungsterminal aufrufen?,"Wo kann ich meine Arbeitszeiten buchen?
Wie komme ich zur HdM Zeiterfassung?",Unter diesem Link kannst Du das Zeiterfassungsterminal aufrufen:  https://vw-online.hdm-stuttgart.de/qiszeb/,,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Kurz-Anleitung-Online-Zeiterfassungsterminal.pdf,
104,FALSE,TRUE,Zeiterfassung,Zeiterfassung_Anmeldung,,Welche Anmeldedaten muss ich für die Zeiterfassung verwenden?,"Welche Zugangsdaten muss ich bei der Zeiterfassung verwenden?
Wie melde ich mich bei der Zeiterfassung an?
",Für die Zeiterfassung unter: https://vw-online.hdm-stuttgart.de/qiszeb/ verwendest Du die Anmeldedaten des HdM-Accounts (z.B. die der Mailanmeldung).,,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Kurz-Anleitung-Online-Zeiterfassungsterminal.pdf,
105,FALSE,FALSE,Zeiterfassung,Zeiterfassung_Buchung_Probleme,,Warum wird mir der Menüpunkt “Manuell Ein- und Ausbuchen” nicht angezeigt?,"Wo kann ich eine Buchung vornehmen?
Warum fehlen die Buttons für die Buchung?
Warum kann ich keine Buchung vornehmen?
Warum kann ich meine Zeiten nicht buchen?","Der Menüpunkt ""Manuell Ein- und Ausbuchen"" ermöglicht es, eine Buchung vorzunehmen. Wenn dieser Menüpunkt fehlt, prüfe bitte rechts oben im blauen Balken ob Du ""in der Rolle: Zeiterfasser/in"" angemeldet bist. Wenn das nicht der Fall ist, kannst Du die Rolle durch anklicken ändern. \n Für nähere Informationen gibt es hier eine Anleitung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Kurz-Anleitung-Online-Zeiterfassungsterminal.pdf",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Kurz-Anleitung-Online-Zeiterfassungsterminal.pdf,Link geändert
106,FALSE,FALSE,Zeiterfassung,Zeiterfassung_Buchung_Rolle,,Wie kann ich meine Rolle bei der Zeiterfassung ändern?,"Wie buche ich einen Dienstgang?
Wo lässt sich die Rolle bei der Zeiterfassung ändern?",Im blauen Balken (rechts oben) kann die aktuelle Rolle (zb. Zeiterfasser/in) angeklickt werden. Daraufhin kann die gewünschte Rolle ausgewählt und damit geändert werden. \n Weitere Infos findest Du in dieser Anleitung: https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Kurz-Anleitung-Online-Zeiterfassungsterminal.pdf,,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Kurz-Anleitung-Online-Zeiterfassungsterminal.pdf,Link geändert
107,FALSE,TRUE,Zeiterfassung,Zeiterfassung_Buchung_Dienstgang,,Warum kann ich keinen Dienstgang buchen?,"Was ist der Button Dienstgang?
Wie buche ich einen Dienstgang?",Die Buchung eines Dienstganges ist zurzeit nicht möglich.,,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Kurz-Anleitung-Online-Zeiterfassungsterminal.pdf,
108,FALSE,TRUE,Zeiterfassung,Zeiterfassung_Buchung_Kombination,,Kann ich das Online Zeiterfassungsterminal in Kombination mit den Zeiterfassungsterminals an der HdM nutzen?,Lässt sich das Online Zeiterfassungsterminal zusammen mit den Zeiterfassungsterminals an der HdM nutzen?,"Das Online Zeiterfassungsterminal ermöglicht es, bei der mobilen Arbeit jeweils sofort Buchungen durchzuführen. Für der Arbeitszeiten an der HdM verwendest Du bitte weiterhin die Zeiterfassungsterminals an der HdM. Die Nutzung der Zeiterfassungssysteme im Wechsel ist möglich, z.B. wenn Du an einem Tag in mobiler Arbeit und am nächsten Tag an der HdM bist. Die Buchungen werden regelmäßig miteinander synchronisiert.",,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Kurz-Anleitung-Online-Zeiterfassungsterminal.pdf,
109,FALSE,TRUE,Zeiterfassung,Zeiterfassung_Uebersicht,,Wo finde ich eine Übersicht meiner erfolgten Buchungen?,"Wo kann ich alle Buchungen anschauen?
Wo sehe ich meine alten Buchungen?",Vergangene Buchungen kannst Du über die Web-Schnittstelle ansehen unter: https://vw-online.hdm-stuttgart.de/webaz/.,,https://www.hdm-stuttgart.de/intranet/services/it/hilfestellung_fuer_endanwender/pdf/Kurz-Anleitung-Online-Zeiterfassungsterminal.pdf,
110,FALSE,TRUE,Zeiterfassung,Zeiterfassung_Nachbuchung,,Wie kann ich Nachbuchungen vornehmen?,"Wie kann ich Korrekturen vornehmen? 
Wo kann ich nachbuchen?","Über die Web-Schnittstelle (https://vw-online.hdm-stuttgart.de/webaz/) können Nachbuchungen und Korrekturen vorgenommen werden. Nähere Infos findest Du unter: https://www.hdm-stuttgart.de/intranet/iformulare/formular_20071219172345/Elektronische_Arbeitszeiterfassung_10.05.2017.pdf und https://www.hdm-stuttgart.de/intranet/organisationshandbuch/eintrag?od_ID=2 im Abschnitt ""Arbeitszeit/Teilzeit und elektronische Zeiterfassung"".",,https://www.hdm-stuttgart.de/intranet/iformulare/formular_20071219172345/Elektronische_Arbeitszeiterfassung_10.05.2017.pdf,
111,FALSE,TRUE,Zeiterfassung,Zeiterfassung_Status,,Wo kann ich meinen Status bei der Zeiterfassung überprüfen?,"Wie kann ich meinen Status prüfen?
Zeitstempel prüfen?","Nach jeder Buchung wird der Zeitstempel und der Typ der Buchung angezeigt. \n Auf eine ""Kommen""-Buchung kann dabei nur eine ""Gehen""-Buchung folgen und umgekehrt. \n Für Details zur Zeiterfassung findest Du hier eine Anleitung: https://www.hdm-stuttgart.de/intranet/iformulare/formular_20071219172345/Elektronische_Arbeitszeiterfassung_10.05.2017.pdf",,https://www.hdm-stuttgart.de/intranet/iformulare/formular_20071219172345/Elektronische_Arbeitszeiterfassung_10.05.2017.pdf,
112,FALSE,TRUE,Zeiterfassung,Zeiterfassung_Ansprechpartner,,An wen kann ich mich bei Fragen zur Zeiterfassung wenden?,"Wem kann ich eine RückmelDung zur Zeiterfassung geben?
An wen kann ich mich bei Anregungen zur Zeiterfassung wenden?
Wer kann mir bei Problemen mit der Zeiterfassung helfen?","Mit Fragen, Problemen, sonstigen Rückmeldungen oder Anregungen wendest Du dich bitte per E-Mail an: sb@hdm-stuttgart.de oder bei inhaltlichen Fragen an die Personalabteilung: personal@hdm-stuttgart.de und bei technischen Fragen an Hajo Czech: czech@hdm-stuttgart.de",,https://www.hdm-stuttgart.de/intranet/iformulare/formular_20071219172345/Elektronische_Arbeitszeiterfassung_10.05.2017.pdf,
113,FALSE,TRUE,Adobe,Adobe_1,,Wer kann das Angebot nutzen?,"Kostet das Angebot etwas?
Wie lange ist das Angebot noch verfügbar?
Wie kann man sich für das Angebot anmelden?
Wann erhalte ich Zugang zu dem Angebot?
Was muss ich tun, um das Angebot nutzen zu können?
Was muss ich bei der Anmeldung beachten? (Datenschutz, Passwortwahl)
Welche ProDukte von Adobe umfasst das Angebot?
Wo finde ich die kostenfreien Applikationen?
Wie installiere ich Adobe unter MacOS?",Die Lizenzen für Adobe CC sind am 06.07.2020 ausgelaufen. Daher wird die Software an der HdM nicht mehr angeboten,,,
124,FALSE,TRUE,alfaview,alfaview_beschreibung,,Was ist alfaview?,"Worum handelt es sich bei alfaview?
Welches Videokonferenzprogtamm gibt es?",„alfaview“ ist ein Videokonferenzprogramm. ,,,
125,FALSE,TRUE,alfaview,alfaview_installation,,Wie installiere ich alfaview?,"Wie lässt sich alfaview installieren?
Wie lade ich alfaview herunter?",Hier findest Du eine ausführliche Anleitung zur Installation von alfaview: https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/alfaviewinstall.pdf,https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/alfaviewinstall.pdf,,
126,FALSE,TRUE,alfaview,alfaview_os,alfaview_installation,Wie installiere ich alfaview für Linux?,"Wie installiere ich alfaview für MacOS?
Wie installiere ich alfaview für Windows?",Informationen darüber findest Du hier: https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/alfaviewinstall.pdf,https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/alfaviewinstall.pdf,,Fehlen noch die Antworten in Dialogflow
127,FALSE,TRUE,alfaview,alfaview_find,alfaview_installation,Wo finde ich die Installationsdatei für alfaview?,"Wo ist die Installationsdatei für alfaview?
Welche Dateien brauche ich zur Installation für alfaview?",Unter diesem Link findest Du Informationen zum Thema: https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/alfaviewinstall.pdf,https://www.hdm-stuttgart.de/intranet/services/iz-it/diy/pdf/alfaviewinstall.pdf,,Fehlen noch die Antworten in Dialogflow
128,FALSE,TRUE,alfaview,alfaview_alternative,,Welche Alternativen hab ich zu alfaview?,"Gibt es andere Programme als alfaview?
Welches Programm für Videokonferenzen?",Alternativen an der HdM sind beispielsweise Zoom und Big Blue Button.,,,Fehlen noch die Antworten in Dialogflow
129,FALSE,TRUE,alfaview,alfaview_not_shared_content,alfaview_installation,"Was muss ich tun, wenn die Installationsdatei nicht im Ordner “Shared Content” ist?","Was ist, wenn die Installationsdatei nicht im Ordner ""Shared Content"" ist?
Installationsdatei von alfaview nicht da?",Unter folgendem Link kannst Du alfaview herunterladen: https://alfaview.com/de/download/,https://alfaview.com/de/download/,,Fehlen noch die Antworten in Dialogflow
